"Título do Desenho: controle 4"
"#","Data Hora, GMT-02:00","Temp., °C (LGR S/N: 20055112, SEN S/N: 20055112)","Intensidade, Lux (LGR S/N: 20055112, SEN S/N: 20055112)","Acoplador Ligado (LGR S/N: 20055112)","Anfitrião Ligado (LGR S/N: 20055112)","Parado (LGR S/N: 20055112)","Fim Do Ficheiro (LGR S/N: 20055112)"
49,11/21/22 10h48min0s,25.416,2755.6,,,,
50,11/21/22 10h49min0s,25.319,2497.2,,,,
51,11/21/22 10h50min0s,25.319,2583.4,,,,
52,11/21/22 10h51min0s,25.222,2669.5,,,,
53,11/21/22 10h52min0s,25.125,1087.2,,,,
54,11/21/22 10h53min0s,25.125,656.6,,,,
55,11/21/22 10h54min0s,25.125,904.2,,,,
56,11/21/22 10h55min0s,25.222,1636.1,,,,
57,11/21/22 10h56min0s,25.222,3788.9,,,,
58,11/21/22 10h57min0s,25.319,3444.5,,,,
59,11/21/22 10h58min0s,25.416,1463.9,,,,
60,11/21/22 10h59min0s,25.416,1377.8,,,,
61,11/21/22 11h0min0s,25.416,1463.9,,,,
62,11/21/22 11h1min0s,25.416,1463.9,,,,
63,11/21/22 11h2min0s,25.416,1377.8,,,,
64,11/21/22 11h3min0s,25.416,1334.7,,,,
65,11/21/22 11h4min0s,25.416,1141.0,,,,
66,11/21/22 11h5min0s,25.319,1151.7,,,,
67,11/21/22 11h6min0s,25.319,1022.6,,,,
68,11/21/22 11h7min0s,25.319,968.8,,,,
69,11/21/22 11h8min0s,25.222,979.5,,,,
70,11/21/22 11h9min0s,25.222,1022.6,,,,
71,11/21/22 11h10min0s,25.222,1119.5,,,,
72,11/21/22 11h11min0s,25.222,1377.8,,,,
73,11/21/22 11h12min0s,25.222,1377.8,,,,
74,11/21/22 11h13min0s,25.222,1636.1,,,,
75,11/21/22 11h14min0s,25.222,1151.7,,,,
76,11/21/22 11h15min0s,25.222,1463.9,,,,
77,11/21/22 11h16min0s,25.222,1356.3,,,,
78,11/21/22 11h17min0s,25.222,1356.3,,,,
79,11/21/22 11h18min0s,25.319,1377.8,,,,
80,11/21/22 11h19min0s,25.319,1377.8,,,,
81,11/21/22 11h20min0s,25.319,1302.4,,,,
82,11/21/22 11h21min0s,25.222,1377.8,,,,
83,11/21/22 11h22min0s,25.222,1377.8,,,,
84,11/21/22 11h23min0s,25.222,1291.7,,,,
85,11/21/22 11h24min0s,25.222,1377.8,,,,
86,11/21/22 11h25min0s,25.222,1377.8,,,,
87,11/21/22 11h26min0s,25.222,1324.0,,,,
88,11/21/22 11h27min0s,25.222,1194.8,,,,
89,11/21/22 11h28min0s,25.222,1216.3,,,,
90,11/21/22 11h29min0s,25.222,1291.7,,,,
91,11/21/22 11h30min0s,25.222,1237.9,,,,
92,11/21/22 11h31min0s,25.222,1141.0,,,,
93,11/21/22 11h32min0s,25.222,1130.2,,,,
94,11/21/22 11h33min0s,25.222,1463.9,,,,
95,11/21/22 11h34min0s,25.222,1550.0,,,,
96,11/21/22 11h35min0s,25.319,1808.3,,,,
97,11/21/22 11h36min0s,25.319,1636.1,,,,
98,11/21/22 11h37min0s,25.416,1722.2,,,,
99,11/21/22 11h38min0s,25.416,1808.3,,,,
100,11/21/22 11h39min0s,25.513,1636.1,,,,
101,11/21/22 11h40min0s,25.513,1463.9,,,,
102,11/21/22 11h41min0s,25.513,1550.0,,,,
103,11/21/22 11h42min0s,25.610,1313.2,,,,
104,11/21/22 11h43min0s,25.610,1216.3,,,,
105,11/21/22 11h44min0s,25.610,1377.8,,,,
106,11/21/22 11h45min0s,25.610,1270.1,,,,
107,11/21/22 11h46min0s,25.610,1324.0,,,,
108,11/21/22 11h47min0s,25.610,1550.0,,,,
109,11/21/22 11h48min0s,25.610,1377.8,,,,
110,11/21/22 11h49min0s,25.610,1377.8,,,,
111,11/21/22 11h50min0s,25.805,88178.4,,,,
112,11/21/22 11h51min0s,27.075,93689.5,,,,
113,11/21/22 11h52min0s,27.764,104711.8,,,,
114,11/21/22 11h53min0s,28.060,41333.6,,,,
115,11/21/22 11h54min0s,27.567,14466.8,,,,
116,11/21/22 11h55min0s,27.272,5166.7,,,,
117,11/21/22 11h56min0s,27.468,31689.1,,,,
118,11/21/22 11h57min0s,27.370,1808.3,,,,
119,11/21/22 11h58min0s,27.075,6200.0,,,,
120,11/21/22 11h59min0s,27.173,71644.9,,,,
121,11/21/22 12h0min0s,27.272,44089.2,,,,
122,11/21/22 12h1min0s,27.272,93689.5,,,,
123,11/21/22 12h2min0s,26.977,688.9,,,,
124,11/21/22 12h3min0s,27.075,38578.0,,,,
125,11/21/22 12h4min0s,27.173,17911.2,,,,
126,11/21/22 12h5min0s,27.173,22044.6,,,,
127,11/21/22 12h6min0s,27.173,26178.0,,,,
128,11/21/22 12h7min0s,27.173,33066.9,,,,
129,11/21/22 12h8min0s,27.173,28933.5,,,,
130,11/21/22 12h9min0s,27.272,46844.8,,,,
131,11/21/22 12h10min0s,27.272,34444.7,,,,
132,11/21/22 12h11min0s,27.370,24800.2,,,,
133,11/21/22 12h12min0s,27.370,42711.4,,,,
134,11/21/22 12h13min0s,27.468,24800.2,,,,
135,11/21/22 12h14min0s,27.468,27555.7,,,,
136,11/21/22 12h15min0s,27.370,16533.4,,,,
137,11/21/22 12h16min0s,27.370,16533.4,,,,
138,11/21/22 12h17min0s,27.272,20666.8,,,,
139,11/21/22 12h18min0s,27.173,34444.7,,,,
140,11/21/22 12h19min0s,27.272,34444.7,,,,
141,11/21/22 12h20min0s,27.370,26178.0,,,,
142,11/21/22 12h21min0s,27.370,21355.7,,,,
143,11/21/22 12h22min0s,27.370,21355.7,,,,
144,11/21/22 12h23min0s,27.370,24800.2,,,,
145,11/21/22 12h24min0s,27.370,24800.2,,,,
146,11/21/22 12h25min0s,27.370,20666.8,,,,
147,11/21/22 12h26min0s,27.370,30311.3,,,,
148,11/21/22 12h27min0s,27.370,37200.2,,,,
149,11/21/22 12h28min0s,27.370,26178.0,,,,
150,11/21/22 12h29min0s,27.272,27555.7,,,,
151,11/21/22 12h30min0s,27.272,23422.4,,,,
152,11/21/22 12h31min0s,27.370,23422.4,,,,
153,11/21/22 12h32min0s,27.370,34444.7,,,,
154,11/21/22 12h33min0s,27.272,22044.6,,,,
155,11/21/22 12h34min0s,27.272,23422.4,,,,
156,11/21/22 12h35min0s,27.272,16533.4,,,,
157,11/21/22 12h36min0s,27.173,33066.9,,,,
158,11/21/22 12h37min0s,27.173,22044.6,,,,
159,11/21/22 12h38min0s,27.173,18600.1,,,,
160,11/21/22 12h39min0s,27.272,23422.4,,,,
161,11/21/22 12h40min0s,27.272,18600.1,,,,
162,11/21/22 12h41min0s,27.272,37200.2,,,,
163,11/21/22 12h42min0s,27.370,20666.8,,,,
164,11/21/22 12h43min0s,27.468,27555.7,,,,
165,11/21/22 12h44min0s,27.468,38578.0,,,,
166,11/21/22 12h45min0s,27.567,28933.5,,,,
167,11/21/22 12h46min0s,27.567,27555.7,,,,
168,11/21/22 12h47min0s,27.567,33066.9,,,,
169,11/21/22 12h48min0s,27.567,38578.0,,,,
170,11/21/22 12h49min0s,27.567,35822.5,,,,
171,11/21/22 12h50min0s,27.567,22044.6,,,,
172,11/21/22 12h51min0s,27.567,37200.2,,,,
173,11/21/22 12h52min0s,27.567,39955.8,,,,
174,11/21/22 12h53min0s,27.468,31689.1,,,,
175,11/21/22 12h54min0s,27.370,24800.2,,,,
176,11/21/22 12h55min0s,27.370,24800.2,,,,
177,11/21/22 12h56min0s,27.370,26178.0,,,,
178,11/21/22 12h57min0s,27.370,24800.2,,,,
179,11/21/22 12h58min0s,27.272,26178.0,,,,
180,11/21/22 12h59min0s,27.370,39955.8,,,,
181,11/21/22 01h0min0s,27.468,30311.3,,,,
182,11/21/22 01h1min0s,27.468,33066.9,,,,
183,11/21/22 01h2min0s,27.468,33066.9,,,,
184,11/21/22 01h3min0s,27.370,21355.7,,,,
185,11/21/22 01h4min0s,27.272,21355.7,,,,
186,11/21/22 01h5min0s,27.173,34444.7,,,,
187,11/21/22 01h6min0s,27.272,22044.6,,,,
188,11/21/22 01h7min0s,27.272,23422.4,,,,
189,11/21/22 01h8min0s,27.272,20666.8,,,,
190,11/21/22 01h9min0s,27.272,28933.5,,,,
191,11/21/22 01h10min0s,27.370,30311.3,,,,
192,11/21/22 01h11min0s,27.370,20666.8,,,,
193,11/21/22 01h12min0s,27.370,21355.7,,,,
194,11/21/22 01h13min0s,27.370,27555.7,,,,
195,11/21/22 01h14min0s,27.370,23422.4,,,,
196,11/21/22 01h15min0s,27.370,21355.7,,,,
197,11/21/22 01h16min0s,27.272,23422.4,,,,
198,11/21/22 01h17min0s,27.272,23422.4,,,,
199,11/21/22 01h18min0s,27.272,23422.4,,,,
200,11/21/22 01h19min0s,27.272,23422.4,,,,
201,11/21/22 01h20min0s,27.370,28933.5,,,,
202,11/21/22 01h21min0s,27.370,21355.7,,,,
203,11/21/22 01h22min0s,27.370,19977.9,,,,
204,11/21/22 01h23min0s,27.468,24800.2,,,,
205,11/21/22 01h24min0s,27.370,22044.6,,,,
206,11/21/22 01h25min0s,27.272,30311.3,,,,
207,11/21/22 01h26min0s,27.272,18600.1,,,,
208,11/21/22 01h27min0s,27.272,19977.9,,,,
209,11/21/22 01h28min0s,27.272,22044.6,,,,
210,11/21/22 01h29min0s,27.272,23422.4,,,,
211,11/21/22 01h30min0s,27.272,21355.7,,,,
212,11/21/22 01h31min0s,27.272,24800.2,,,,
213,11/21/22 01h32min0s,27.173,20666.8,,,,
214,11/21/22 01h33min0s,27.272,30311.3,,,,
215,11/21/22 01h34min0s,27.272,24800.2,,,,
216,11/21/22 01h35min0s,27.173,18600.1,,,,
217,11/21/22 01h36min0s,27.075,14466.8,,,,
218,11/21/22 01h37min0s,27.075,12400.1,,,,
219,11/21/22 01h38min0s,26.977,12400.1,,,,
220,11/21/22 01h39min0s,26.977,12400.1,,,,
221,11/21/22 01h40min0s,26.977,13777.9,,,,
222,11/21/22 01h41min0s,26.977,14466.8,,,,
223,11/21/22 01h42min0s,26.977,14466.8,,,,
224,11/21/22 01h43min0s,27.075,16533.4,,,,
225,11/21/22 01h44min0s,27.173,23422.4,,,,
226,11/21/22 01h45min0s,27.272,38578.0,,,,
227,11/21/22 01h46min0s,27.272,17911.2,,,,
228,11/21/22 01h47min0s,27.272,46844.8,,,,
229,11/21/22 01h48min0s,27.370,14466.8,,,,
230,11/21/22 01h49min0s,27.173,18600.1,,,,
231,11/21/22 01h50min0s,27.173,18600.1,,,,
232,11/21/22 01h51min0s,27.173,17911.2,,,,
233,11/21/22 01h52min0s,27.173,26178.0,,,,
234,11/21/22 01h53min0s,27.173,22044.6,,,,
235,11/21/22 01h54min0s,27.272,30311.3,,,,
236,11/21/22 01h55min0s,27.370,17222.3,,,,
237,11/21/22 01h56min0s,27.370,23422.4,,,,
238,11/21/22 01h57min0s,27.272,15155.7,,,,
239,11/21/22 01h58min0s,27.370,27555.7,,,,
240,11/21/22 01h59min0s,27.272,13777.9,,,,
241,11/21/22 02h0min0s,27.173,12400.1,,,,
242,11/21/22 02h1min0s,27.173,34444.7,,,,
243,11/21/22 02h2min0s,27.370,18600.1,,,,
244,11/21/22 02h3min0s,27.370,30311.3,,,,
245,11/21/22 02h4min0s,27.370,23422.4,,,,
246,11/21/22 02h5min0s,27.370,24800.2,,,,
247,11/21/22 02h6min0s,27.370,22044.6,,,,
248,11/21/22 02h7min0s,27.370,24800.2,,,,
249,11/21/22 02h8min0s,27.468,21355.7,,,,
250,11/21/22 02h9min0s,27.370,24800.2,,,,
251,11/21/22 02h10min0s,27.468,27555.7,,,,
252,11/21/22 02h11min0s,27.468,22044.6,,,,
253,11/21/22 02h12min0s,27.468,31689.1,,,,
254,11/21/22 02h13min0s,27.468,18600.1,,,,
255,11/21/22 02h14min0s,27.370,15155.7,,,,
256,11/21/22 02h15min0s,27.468,23422.4,,,,
257,11/21/22 02h16min0s,27.468,28933.5,,,,
258,11/21/22 02h17min0s,27.468,30311.3,,,,
259,11/21/22 02h18min0s,27.468,23422.4,,,,
260,11/21/22 02h19min0s,27.370,19977.9,,,,
261,11/21/22 02h20min0s,27.272,6544.5,,,,
262,11/21/22 02h21min0s,27.075,22044.6,,,,
263,11/21/22 02h22min0s,27.370,1980.6,,,,
264,11/21/22 02h23min0s,26.879,1980.6,,,,
265,11/21/22 02h24min0s,26.585,1808.3,,,,
266,11/21/22 02h25min0s,26.195,1636.1,,,,
267,11/21/22 02h26min0s,26.000,828.8,,,,
268,11/21/22 02h27min0s,25.805,796.5,,,,
269,11/21/22 02h28min0s,25.708,721.2,,,,
270,11/21/22 02h29min0s,25.513,818.1,,,,
271,11/21/22 02h30min0s,25.416,764.2,,,,
272,11/21/22 02h31min0s,25.416,742.7,,,,
273,11/21/22 02h32min0s,25.319,721.2,,,,
274,11/21/22 02h33min0s,25.222,721.2,,,,
275,11/21/22 02h34min0s,25.222,839.6,,,,
276,11/21/22 02h35min0s,25.125,1205.6,,,,
277,11/21/22 02h36min0s,25.125,1141.0,,,,
278,11/21/22 02h37min0s,25.125,1194.8,,,,
279,11/21/22 02h38min0s,25.125,1151.7,,,,
280,11/21/22 02h39min0s,25.125,1227.1,,,,
281,11/21/22 02h40min0s,25.222,1033.3,,,,
282,11/21/22 02h41min0s,25.222,1022.6,,,,
283,11/21/22 02h42min0s,25.222,775.0,,,,
284,11/21/22 02h43min0s,25.222,581.3,,,,
285,11/21/22 02h44min0s,25.222,1011.8,,,,
286,11/21/22 02h45min0s,25.222,893.4,,,,
287,11/21/22 02h46min0s,25.125,1044.1,,,,
288,11/21/22 02h47min0s,25.125,1216.3,,,,
289,11/21/22 02h48min0s,25.028,1033.3,,,,
290,11/21/22 02h49min0s,24.931,1033.3,,,,
291,11/21/22 02h50min0s,24.931,1377.8,,,,
292,11/21/22 02h51min0s,24.931,2583.4,,,,
293,11/21/22 02h52min0s,24.931,1550.0,,,,
294,11/21/22 02h53min0s,24.931,1550.0,,,,
295,11/21/22 02h54min0s,24.931,1227.1,,,,
296,11/21/22 02h55min0s,24.931,1377.8,,,,
297,11/21/22 02h56min0s,25.028,1463.9,,,,
298,11/21/22 02h57min0s,25.125,1345.5,,,,
299,11/21/22 02h58min0s,25.125,1550.0,,,,
300,11/21/22 02h59min0s,25.125,1636.1,,,,
301,11/21/22 03h0min0s,25.125,129.2,,,,
302,11/21/22 03h1min0s,25.125,107.6,,,,
303,11/21/22 03h2min0s,25.028,118.4,,,,
304,11/21/22 03h3min0s,24.931,118.4,,,,
305,11/21/22 03h4min0s,24.931,129.2,,,,
306,11/21/22 03h5min0s,24.931,139.9,,,,
307,11/21/22 03h6min0s,24.931,139.9,,,,
308,11/21/22 03h7min0s,24.931,129.2,,,,
309,11/21/22 03h8min0s,24.931,118.4,,,,
310,11/21/22 03h9min0s,24.931,118.4,,,,
311,11/21/22 03h10min0s,24.835,129.2,,,,
312,11/21/22 03h11min0s,24.835,139.9,,,,
313,11/21/22 03h12min0s,24.835,139.9,,,,
314,11/21/22 03h13min0s,24.835,118.4,,,,
315,11/21/22 03h14min0s,24.835,107.6,,,,
316,11/21/22 03h15min0s,24.835,107.6,,,,
317,11/21/22 03h16min0s,24.835,107.6,,,,
318,11/21/22 03h17min0s,24.835,118.4,,,,
319,11/21/22 03h18min0s,24.835,118.4,,,,
320,11/21/22 03h19min0s,24.835,118.4,,,,
321,11/21/22 03h20min0s,24.835,118.4,,,,
322,11/21/22 03h21min0s,24.835,139.9,,,,
323,11/21/22 03h22min0s,24.931,129.2,,,,
324,11/21/22 03h23min0s,24.931,129.2,,,,
325,11/21/22 03h24min0s,24.931,129.2,,,,
326,11/21/22 03h25min0s,24.931,129.2,,,,
327,11/21/22 03h26min0s,24.931,118.4,,,,
328,11/21/22 03h27min0s,24.931,129.2,,,,
329,11/21/22 03h28min0s,24.931,139.9,,,,
330,11/21/22 03h29min0s,24.931,129.2,,,,
331,11/21/22 03h30min0s,25.028,129.2,,,,
332,11/21/22 03h31min0s,25.028,129.2,,,,
333,11/21/22 03h32min0s,25.028,139.9,,,,
334,11/21/22 03h33min0s,25.028,139.9,,,,
335,11/21/22 03h34min0s,25.028,129.2,,,,
336,11/21/22 03h35min0s,25.028,150.7,,,,
337,11/21/22 03h36min0s,25.028,150.7,,,,
338,11/21/22 03h37min0s,25.125,161.5,,,,
339,11/21/22 03h38min0s,25.125,172.2,,,,
340,11/21/22 03h39min0s,25.125,172.2,,,,
341,11/21/22 03h40min0s,25.125,161.5,,,,
342,11/21/22 03h41min0s,25.222,161.5,,,,
343,11/21/22 03h42min0s,25.222,161.5,,,,
344,11/21/22 03h43min0s,25.222,172.2,,,,
345,11/21/22 03h44min0s,25.222,172.2,,,,
346,11/21/22 03h45min0s,25.222,172.2,,,,
347,11/21/22 03h46min0s,25.222,172.2,,,,
348,11/21/22 03h47min0s,25.222,161.5,,,,
349,11/21/22 03h48min0s,25.319,161.5,,,,
350,11/21/22 03h49min0s,25.319,150.7,,,,
351,11/21/22 03h50min0s,25.319,172.2,,,,
352,11/21/22 03h51min0s,25.319,172.2,,,,
353,11/21/22 03h52min0s,25.416,183.0,,,,
354,11/21/22 03h53min0s,25.416,183.0,,,,
355,11/21/22 03h54min0s,25.416,172.2,,,,
356,11/21/22 03h55min0s,25.416,172.2,,,,
357,11/21/22 03h56min0s,25.416,172.2,,,,
358,11/21/22 03h57min0s,25.513,172.2,,,,
359,11/21/22 03h58min0s,25.513,183.0,,,,
360,11/21/22 03h59min0s,25.513,172.2,,,,
361,11/21/22 04h0min0s,25.610,172.2,,,,
362,11/21/22 04h1min0s,25.610,172.2,,,,
363,11/21/22 04h2min0s,25.610,172.2,,,,
364,11/21/22 04h3min0s,25.610,172.2,,,,
365,11/21/22 04h4min0s,25.708,183.0,,,,
366,11/21/22 04h5min0s,25.708,172.2,,,,
367,11/21/22 04h6min0s,25.708,150.7,,,,
368,11/21/22 04h7min0s,25.708,172.2,,,,
369,11/21/22 04h8min0s,25.708,1722.2,,,,
370,11/21/22 04h9min0s,25.805,355.2,,,,
371,11/21/22 04h10min0s,26.000,2755.6,,,,
372,11/21/22 04h11min0s,26.000,2755.6,,,,
373,11/21/22 04h12min0s,26.000,2583.4,,,,
374,11/21/22 04h13min0s,26.097,2755.6,,,,
375,11/21/22 04h14min0s,26.097,2238.9,,,,
376,11/21/22 04h15min0s,26.097,1980.6,,,,
377,11/21/22 04h16min0s,26.097,2927.8,,,,
378,11/21/22 04h17min0s,26.195,3272.2,,,,
379,11/21/22 04h18min0s,26.195,2927.8,,,,
380,11/21/22 04h19min0s,26.292,2755.6,,,,
381,11/21/22 04h20min0s,26.292,2325.0,,,,
382,11/21/22 04h21min0s,26.292,2066.7,,,,
383,11/21/22 04h22min0s,26.292,3100.0,,,,
384,11/21/22 04h23min0s,26.195,495.1,,,,
385,11/21/22 04h24min0s,26.097,430.6,,,,
386,11/21/22 04h25min0s,26.097,645.8,,,,
387,11/21/22 04h26min0s,26.195,559.7,,,,
388,11/21/22 04h27min0s,26.195,742.7,,,,
389,11/21/22 04h28min0s,26.292,785.8,,,,
390,11/21/22 04h29min0s,26.292,2411.1,,,,
391,11/21/22 04h30min0s,26.390,3788.9,,,,
392,11/21/22 04h31min0s,26.488,2583.4,,,,
393,11/21/22 04h32min0s,26.488,2152.8,,,,
394,11/21/22 04h33min0s,26.488,1980.6,,,,
395,11/21/22 04h34min0s,26.488,1980.6,,,,
396,11/21/22 04h35min0s,26.488,947.2,,,,
397,11/21/22 04h36min0s,26.488,914.9,,,,
398,11/21/22 04h37min0s,26.488,936.5,,,,
399,11/21/22 04h38min0s,26.488,882.6,,,,
400,11/21/22 04h39min0s,26.488,1636.1,,,,
401,11/21/22 04h40min0s,26.488,1722.2,,,,
402,11/21/22 04h41min0s,26.488,1636.1,,,,
403,11/21/22 04h42min0s,26.488,1722.2,,,,
404,11/21/22 04h43min0s,26.488,1550.0,,,,
405,11/21/22 04h44min0s,26.488,1463.9,,,,
406,11/21/22 04h45min0s,26.488,1313.2,,,,
407,11/21/22 04h46min0s,26.585,1463.9,,,,
408,11/21/22 04h47min0s,26.585,1076.4,,,,
409,11/21/22 04h48min0s,26.585,818.1,,,,
410,11/21/22 04h49min0s,26.585,775.0,,,,
411,11/21/22 04h50min0s,26.683,807.3,,,,
412,11/21/22 04h51min0s,26.683,904.2,,,,
413,11/21/22 04h52min0s,26.683,871.9,,,,
414,11/21/22 04h53min0s,26.683,699.7,,,,
415,11/21/22 04h54min0s,26.683,667.4,,,,
416,11/21/22 04h55min0s,26.781,678.1,,,,
417,11/21/22 04h56min0s,26.781,850.4,,,,
418,11/21/22 04h57min0s,26.781,914.9,,,,
419,11/21/22 04h58min0s,26.781,699.7,,,,
420,11/21/22 04h59min0s,26.781,549.0,,,,
421,11/21/22 05h0min0s,26.781,785.8,,,,
422,11/21/22 05h1min0s,26.781,107.6,,,,
423,11/21/22 05h2min0s,26.683,75.3,,,,
424,11/21/22 05h3min0s,26.585,75.3,,,,
425,11/21/22 05h4min0s,26.585,75.3,,,,
426,11/21/22 05h5min0s,26.585,75.3,,,,
427,11/21/22 05h6min0s,26.585,75.3,,,,
428,11/21/22 05h7min0s,26.488,75.3,,,,
429,11/21/22 05h8min0s,26.488,75.3,,,,
430,11/21/22 05h9min0s,26.488,75.3,,,,
431,11/21/22 05h10min0s,26.488,75.3,,,,
432,11/21/22 05h11min0s,26.488,75.3,,,,
433,11/21/22 05h12min0s,26.585,452.1,,,,
434,11/21/22 05h13min0s,26.683,462.9,,,,
435,11/21/22 05h14min0s,26.781,462.9,,,,
436,11/21/22 05h15min0s,26.781,452.1,,,,
437,11/21/22 05h16min0s,26.781,452.1,,,,
438,11/21/22 05h17min0s,26.781,452.1,,,,
439,11/21/22 05h18min0s,26.781,441.3,,,,
440,11/21/22 05h19min0s,26.781,441.3,,,,
441,11/21/22 05h20min0s,26.781,430.6,,,,
442,11/21/22 05h21min0s,26.683,430.6,,,,
443,11/21/22 05h22min0s,26.781,419.8,,,,
444,11/21/22 05h23min0s,26.683,419.8,,,,
445,11/21/22 05h24min0s,26.683,419.8,,,,
446,11/21/22 05h25min0s,26.683,398.3,,,,
447,11/21/22 05h26min0s,26.683,398.3,,,,
448,11/21/22 05h27min0s,26.683,387.5,,,,
449,11/21/22 05h28min0s,26.683,376.7,,,,
450,11/21/22 05h29min0s,26.585,355.2,,,,
451,11/21/22 05h30min0s,26.585,366.0,,,,
452,11/21/22 05h31min0s,26.585,366.0,,,,
453,11/21/22 05h32min0s,26.585,355.2,,,,
454,11/21/22 05h33min0s,26.585,333.7,,,,
455,11/21/22 05h34min0s,26.585,344.4,,,,
456,11/21/22 05h35min0s,26.585,344.4,,,,
457,11/21/22 05h36min0s,26.585,322.9,,,,
458,11/21/22 05h37min0s,26.585,312.2,,,,
459,11/21/22 05h38min0s,26.488,301.4,,,,
460,11/21/22 05h39min0s,26.488,409.0,,,,
461,11/21/22 05h40min0s,26.488,452.1,,,,
462,11/21/22 05h41min0s,26.488,398.3,,,,
463,11/21/22 05h42min0s,26.488,452.1,,,,
464,11/21/22 05h43min0s,26.488,473.6,,,,
465,11/21/22 05h44min0s,26.488,473.6,,,,
466,11/21/22 05h45min0s,26.488,150.7,,,,
467,11/21/22 05h45min6s,,,Registado,,,
468,11/21/22 05h45min10s,,,,Registado,,
469,11/21/22 05h45min18s,,,,,Registado,Registado
