"Título do Desenho: controle 1"
"#","Data Hora, GMT-02:00","Temp., °C (LGR S/N: 20055113, SEN S/N: 20055113)","Intensidade, lum/ft² (LGR S/N: 20055113, SEN S/N: 20055113)","Fim Do Ficheiro (LGR S/N: 20055113)"
577,11/22/22 05h36min0s,26.488,2.0,
578,11/22/22 05h37min0s,26.488,3.0,
579,11/22/22 05h38min0s,26.488,2.0,
580,11/22/22 05h39min0s,26.488,2.0,
581,11/22/22 05h40min0s,26.488,5.0,
582,11/22/22 05h41min0s,26.488,6.0,
583,11/22/22 05h42min0s,26.488,2.0,
584,11/22/22 05h43min0s,26.488,5.0,
585,11/22/22 05h44min0s,26.488,4.0,
586,11/22/22 05h45min0s,26.488,4.0,
587,11/22/22 05h46min0s,26.488,2.0,
588,11/22/22 05h47min0s,26.488,1.0,
589,11/22/22 05h48min0s,26.488,1.0,
590,11/22/22 05h49min0s,26.488,4.0,
591,11/22/22 05h50min0s,26.390,4.0,
592,11/22/22 05h51min0s,26.390,3.0,
593,11/22/22 05h52min0s,26.390,3.0,
594,11/22/22 05h53min0s,26.390,2.0,
595,11/22/22 05h54min0s,26.390,3.0,
596,11/22/22 05h55min0s,26.390,3.0,
597,11/22/22 05h56min0s,26.390,2.0,
598,11/22/22 05h57min0s,26.390,1.0,
599,11/22/22 05h58min0s,26.390,1.0,
600,11/22/22 05h59min0s,26.390,1.0,
601,11/22/22 06h0min0s,26.390,0.0,
602,11/22/22 06h1min0s,26.390,0.0,
603,11/22/22 06h2min0s,26.390,0.0,
604,11/22/22 06h3min0s,26.390,0.0,
605,11/22/22 06h4min0s,26.390,0.0,
606,11/22/22 06h5min0s,26.390,0.0,
607,11/22/22 06h6min0s,26.390,0.0,
608,11/22/22 06h7min0s,26.390,0.0,
609,11/22/22 06h8min0s,26.292,0.0,
610,11/22/22 06h9min0s,26.292,0.0,
611,11/22/22 06h10min0s,26.292,0.0,
612,11/22/22 06h11min0s,26.292,0.0,
613,11/22/22 06h12min0s,26.292,0.0,
614,11/22/22 06h13min0s,26.292,0.0,
615,11/22/22 06h14min0s,26.292,3.0,
616,11/22/22 06h15min0s,26.292,0.0,
617,11/22/22 06h16min0s,26.390,0.0,
618,11/22/22 06h17min0s,26.390,0.0,
619,11/22/22 06h18min0s,26.390,4.0,
620,11/22/22 06h19min0s,26.390,4.0,
621,11/22/22 06h20min0s,26.488,0.0,
622,11/22/22 06h21min0s,26.488,0.0,
623,11/22/22 06h22min0s,26.488,0.0,
624,11/22/22 06h23min0s,26.488,0.0,
625,11/22/22 06h24min0s,26.585,0.0,
626,11/22/22 06h25min0s,26.683,0.0,
627,11/22/22 06h26min0s,26.781,0.0,
628,11/22/22 06h27min0s,26.879,0.0,
629,11/22/22 06h28min0s,26.977,0.0,
630,11/22/22 06h29min0s,27.173,0.0,
631,11/22/22 06h30min0s,27.272,0.0,
632,11/22/22 06h31min0s,27.370,0.0,
633,11/22/22 06h32min0s,27.468,0.0,
634,11/22/22 06h33min0s,27.567,0.0,
635,11/22/22 06h34min0s,27.665,0.0,
636,11/22/22 06h35min0s,27.862,0.0,
637,11/22/22 06h36min0s,27.961,0.0,
638,11/22/22 06h37min0s,28.060,0.0,
639,11/22/22 06h38min0s,28.060,0.0,
640,11/22/22 06h39min0s,28.159,0.0,
641,11/22/22 06h40min0s,28.258,0.0,
642,11/22/22 06h41min0s,28.357,0.0,
643,11/22/22 06h42min0s,28.456,0.0,
644,11/22/22 06h43min0s,28.456,0.0,
645,11/22/22 06h44min0s,28.555,0.0,
646,11/22/22 06h45min0s,28.655,0.0,
647,11/22/22 06h46min0s,28.655,0.0,
648,11/22/22 06h47min0s,28.754,0.0,
649,11/22/22 06h48min0s,28.853,0.0,
650,11/22/22 06h49min0s,28.853,0.0,
651,11/22/22 06h50min0s,28.853,0.0,
652,11/22/22 06h51min0s,28.953,0.0,
653,11/22/22 06h52min0s,28.953,0.0,
654,11/22/22 06h53min0s,29.053,0.0,
655,11/22/22 06h54min0s,29.053,0.0,
656,11/22/22 06h55min0s,29.152,0.0,
657,11/22/22 06h56min0s,29.152,0.0,
658,11/22/22 06h57min0s,29.152,0.0,
659,11/22/22 06h58min0s,29.152,0.0,
660,11/22/22 06h59min0s,29.252,0.0,
661,11/22/22 07h0min0s,29.252,0.0,
662,11/22/22 07h1min0s,29.252,0.0,
663,11/22/22 07h2min0s,29.252,0.0,
664,11/22/22 07h3min0s,29.352,0.0,
665,11/22/22 07h4min0s,29.352,0.0,
666,11/22/22 07h5min0s,29.352,0.0,
667,11/22/22 07h6min0s,29.352,0.0,
668,11/22/22 07h7min0s,29.452,0.0,
669,11/22/22 07h8min0s,29.452,0.0,
670,11/22/22 07h9min0s,29.452,0.0,
671,11/22/22 07h10min0s,29.452,0.0,
672,11/22/22 07h11min0s,29.552,0.0,
673,11/22/22 07h12min0s,29.552,0.0,
674,11/22/22 07h13min0s,29.552,0.0,
675,11/22/22 07h14min0s,29.552,0.0,
676,11/22/22 07h15min0s,29.552,0.0,
677,11/22/22 07h16min0s,29.552,0.0,
678,11/22/22 07h17min0s,29.652,0.0,
679,11/22/22 07h18min0s,29.652,0.0,
680,11/22/22 07h19min0s,29.652,0.0,
681,11/22/22 07h20min0s,29.652,0.0,
682,11/22/22 07h21min0s,29.652,0.0,
683,11/22/22 07h22min0s,29.652,0.0,
684,11/22/22 07h23min0s,29.652,0.0,
685,11/22/22 07h24min0s,29.652,0.0,
686,11/22/22 07h25min0s,29.652,0.0,
687,11/22/22 07h26min0s,29.652,0.0,
688,11/22/22 07h27min0s,29.752,0.0,
689,11/22/22 07h28min0s,29.752,0.0,
690,11/22/22 07h29min0s,29.752,0.0,
691,11/22/22 07h30min0s,29.752,0.0,
692,11/22/22 07h31min0s,29.752,0.0,
693,11/22/22 07h32min0s,29.752,0.0,
694,11/22/22 07h33min0s,29.752,0.0,
695,11/22/22 07h34min0s,29.752,0.0,
696,11/22/22 07h35min0s,29.752,0.0,
697,11/22/22 07h36min0s,29.752,0.0,
698,11/22/22 07h37min0s,29.752,0.0,
699,11/22/22 07h38min0s,29.752,0.0,
700,11/22/22 07h39min0s,29.752,0.0,
701,11/22/22 07h40min0s,29.752,0.0,
702,11/22/22 07h41min0s,29.752,0.0,
703,11/22/22 07h42min0s,29.752,0.0,
704,11/22/22 07h43min0s,29.752,0.0,
705,11/22/22 07h44min0s,29.752,0.0,
706,11/22/22 07h45min0s,29.752,0.0,
707,11/22/22 07h46min0s,29.752,0.0,
708,11/22/22 07h47min0s,29.752,0.0,
709,11/22/22 07h48min0s,29.752,0.0,
710,11/22/22 07h49min0s,29.752,0.0,
711,11/22/22 07h50min0s,29.752,0.0,
712,11/22/22 07h51min0s,29.752,0.0,
713,11/22/22 07h52min0s,29.752,0.0,
714,11/22/22 07h53min0s,29.752,0.0,
715,11/22/22 07h54min0s,29.752,0.0,
716,11/22/22 07h55min0s,29.752,0.0,
717,11/22/22 07h56min0s,29.752,0.0,
718,11/22/22 07h57min0s,29.752,0.0,
719,11/22/22 07h58min0s,29.752,0.0,
720,11/22/22 07h59min0s,29.752,0.0,
721,11/22/22 08h0min0s,29.652,0.0,
722,11/22/22 08h1min0s,29.652,0.0,
723,11/22/22 08h2min0s,29.652,0.0,
724,11/22/22 08h3min0s,29.652,0.0,
725,11/22/22 08h4min0s,29.652,0.0,
726,11/22/22 08h5min0s,29.652,0.0,
727,11/22/22 08h6min0s,29.652,0.0,
728,11/22/22 08h7min0s,29.652,0.0,
729,11/22/22 08h8min0s,29.652,0.0,
730,11/22/22 08h9min0s,29.652,0.0,
731,11/22/22 08h10min0s,29.652,0.0,
732,11/22/22 08h11min0s,29.652,0.0,
733,11/22/22 08h12min0s,29.652,0.0,
734,11/22/22 08h13min0s,29.652,0.0,
735,11/22/22 08h14min0s,29.552,0.0,
736,11/22/22 08h15min0s,29.552,0.0,
737,11/22/22 08h16min0s,29.452,0.0,
738,11/22/22 08h17min0s,29.452,0.0,
739,11/22/22 08h18min0s,29.452,0.0,
740,11/22/22 08h19min0s,29.352,0.0,
741,11/22/22 08h20min0s,29.352,0.0,
742,11/22/22 08h21min0s,29.352,0.0,
743,11/22/22 08h22min0s,29.352,0.0,
744,11/22/22 08h23min0s,29.252,0.0,
745,11/22/22 08h24min0s,29.252,0.0,
746,11/22/22 08h25min0s,29.252,0.0,
747,11/22/22 08h26min0s,29.252,0.0,
748,11/22/22 08h27min0s,29.252,0.0,
749,11/22/22 08h28min0s,29.152,0.0,
750,11/22/22 08h29min0s,29.152,0.0,
751,11/22/22 08h30min0s,29.152,0.0,
752,11/22/22 08h31min0s,29.152,0.0,
753,11/22/22 08h32min0s,29.152,0.0,
754,11/22/22 08h33min0s,29.152,0.0,
755,11/22/22 08h34min0s,29.152,0.0,
756,11/22/22 08h35min0s,29.053,0.0,
757,11/22/22 08h36min0s,29.053,0.0,
758,11/22/22 08h37min0s,29.053,0.0,
759,11/22/22 08h38min0s,29.053,0.0,
760,11/22/22 08h39min0s,29.053,0.0,
761,11/22/22 08h40min0s,29.053,0.0,
762,11/22/22 08h41min0s,28.953,0.0,
763,11/22/22 08h42min0s,28.953,0.0,
764,11/22/22 08h43min0s,28.953,0.0,
765,11/22/22 08h44min0s,28.953,0.0,
766,11/22/22 08h45min0s,28.953,0.0,
767,11/22/22 08h46min0s,28.953,0.0,
768,11/22/22 08h47min0s,28.853,0.0,
769,11/22/22 08h48min0s,28.853,0.0,
770,11/22/22 08h49min0s,28.853,0.0,
771,11/22/22 08h50min0s,28.853,0.0,
772,11/22/22 08h51min0s,28.853,0.0,
773,11/22/22 08h52min0s,28.754,0.0,
774,11/22/22 08h53min0s,28.754,0.0,
775,11/22/22 08h54min0s,28.754,0.0,
776,11/22/22 08h55min0s,28.754,0.0,
777,11/22/22 08h56min0s,28.754,0.0,
778,11/22/22 08h57min0s,28.754,0.0,
779,11/22/22 08h58min0s,28.655,0.0,
780,11/22/22 08h59min0s,28.655,0.0,
781,11/22/22 09h0min0s,28.655,0.0,
782,11/22/22 09h1min0s,28.655,0.0,
783,11/22/22 09h2min0s,28.655,0.0,
784,11/22/22 09h3min0s,28.655,0.0,
785,11/22/22 09h4min0s,28.655,0.0,
786,11/22/22 09h5min0s,28.655,0.0,
787,11/22/22 09h6min0s,28.655,0.0,
788,11/22/22 09h7min0s,28.655,0.0,
789,11/22/22 09h8min0s,28.655,0.0,
790,11/22/22 09h9min0s,28.555,0.0,
791,11/22/22 09h10min0s,28.555,0.0,
792,11/22/22 09h11min0s,28.555,0.0,
793,11/22/22 09h12min0s,28.555,0.0,
794,11/22/22 09h13min0s,28.555,0.0,
795,11/22/22 09h14min0s,28.555,0.0,
796,11/22/22 09h15min0s,28.555,0.0,
797,11/22/22 09h16min0s,28.555,0.0,
798,11/22/22 09h17min0s,28.555,0.0,
799,11/22/22 09h18min0s,28.555,0.0,
800,11/22/22 09h19min0s,28.555,0.0,
801,11/22/22 09h20min0s,28.456,0.0,
802,11/22/22 09h21min0s,28.456,0.0,
803,11/22/22 09h22min0s,28.456,0.0,
804,11/22/22 09h23min0s,28.456,0.0,
805,11/22/22 09h24min0s,28.456,0.0,
806,11/22/22 09h25min0s,28.456,0.0,
807,11/22/22 09h26min0s,28.456,0.0,
808,11/22/22 09h27min0s,28.456,0.0,
809,11/22/22 09h28min0s,28.456,0.0,
810,11/22/22 09h29min0s,28.357,0.0,
811,11/22/22 09h30min0s,28.456,0.0,
812,11/22/22 09h31min0s,28.357,0.0,
813,11/22/22 09h32min0s,28.357,0.0,
814,11/22/22 09h33min0s,28.357,0.0,
815,11/22/22 09h34min0s,28.357,0.0,
816,11/22/22 09h35min0s,28.357,0.0,
817,11/22/22 09h36min0s,28.357,0.0,
818,11/22/22 09h37min0s,28.357,0.0,
819,11/22/22 09h38min0s,28.357,0.0,
820,11/22/22 09h39min0s,28.357,0.0,
821,11/22/22 09h40min0s,28.258,0.0,
822,11/22/22 09h41min0s,28.258,0.0,
823,11/22/22 09h42min0s,28.258,0.0,
824,11/22/22 09h43min0s,28.258,0.0,
825,11/22/22 09h44min0s,28.258,0.0,
826,11/22/22 09h45min0s,28.258,0.0,
827,11/22/22 09h46min0s,28.258,0.0,
828,11/22/22 09h47min0s,28.258,0.0,
829,11/22/22 09h48min0s,28.258,0.0,
830,11/22/22 09h49min0s,28.159,0.0,
831,11/22/22 09h50min0s,28.159,0.0,
832,11/22/22 09h51min0s,28.159,0.0,
833,11/22/22 09h52min0s,28.159,0.0,
834,11/22/22 09h53min0s,28.159,0.0,
835,11/22/22 09h54min0s,28.159,0.0,
836,11/22/22 09h55min0s,28.159,0.0,
837,11/22/22 09h56min0s,28.159,0.0,
838,11/22/22 09h57min0s,28.159,0.0,
839,11/22/22 09h58min0s,28.060,0.0,
840,11/22/22 09h59min0s,28.060,0.0,
841,11/22/22 10h0min0s,28.060,0.0,
842,11/22/22 10h1min0s,28.060,0.0,
843,11/22/22 10h2min0s,28.060,0.0,
844,11/22/22 10h3min0s,28.060,0.0,
845,11/22/22 10h4min0s,28.060,0.0,
846,11/22/22 10h5min0s,28.060,0.0,
847,11/22/22 10h6min0s,28.060,0.0,
848,11/22/22 10h7min0s,28.060,0.0,
849,11/22/22 10h8min0s,28.060,0.0,
850,11/22/22 10h9min0s,27.961,0.0,
851,11/22/22 10h10min0s,27.961,0.0,
852,11/22/22 10h11min0s,27.961,0.0,
853,11/22/22 10h12min0s,27.961,0.0,
854,11/22/22 10h13min0s,27.961,0.0,
855,11/22/22 10h14min0s,27.961,0.0,
856,11/22/22 10h15min0s,27.961,0.0,
857,11/22/22 10h16min0s,27.961,0.0,
858,11/22/22 10h17min0s,27.862,0.0,
859,11/22/22 10h18min0s,27.862,0.0,
860,11/22/22 10h19min0s,27.862,0.0,
861,11/22/22 10h20min0s,27.862,0.0,
862,11/22/22 10h21min0s,27.862,0.0,
863,11/22/22 10h22min0s,27.862,0.0,
864,11/22/22 10h23min0s,27.862,0.0,
865,11/22/22 10h24min0s,27.862,0.0,
866,11/22/22 10h25min0s,27.764,0.0,
867,11/22/22 10h26min0s,27.764,0.0,
868,11/22/22 10h27min0s,27.764,0.0,
869,11/22/22 10h28min0s,27.764,0.0,
870,11/22/22 10h29min0s,27.764,0.0,
871,11/22/22 10h30min0s,27.961,2.0,
872,11/22/22 10h31min0s,28.258,3.0,
873,11/22/22 10h32min0s,28.258,1.0,
874,11/22/22 10h33min0s,28.357,1.0,
875,11/22/22 10h34min0s,28.258,1.0,
876,11/22/22 10h35min0s,28.060,1.0,
877,11/22/22 10h36min0s,27.961,1.0,
878,11/22/22 10h37min0s,27.764,1.0,
879,11/22/22 10h38min0s,27.567,1.0,
880,11/22/22 10h39min0s,27.370,1.0,
881,11/22/22 10h40min0s,27.272,1.0,
882,11/22/22 10h41min0s,27.075,1.0,
883,11/22/22 10h42min0s,26.977,1.0,
884,11/22/22 10h43min0s,26.781,1.0,
885,11/22/22 10h44min0s,26.683,1.0,
886,11/22/22 10h45min0s,26.488,1.0,
887,11/22/22 10h46min0s,26.390,1.0,
888,11/22/22 10h47min0s,26.195,1.0,
889,11/22/22 10h48min0s,26.097,1.0,
890,11/22/22 10h49min0s,26.000,0.0,
891,11/22/22 10h50min0s,25.902,0.0,
892,11/22/22 10h51min0s,26.000,0.0,
893,11/22/22 10h52min0s,26.097,0.0,
894,11/22/22 10h53min0s,26.097,0.0,
895,11/22/22 10h54min0s,26.097,0.0,
896,11/22/22 10h55min0s,26.097,0.0,
897,11/22/22 10h56min0s,26.195,0.0,
898,11/22/22 10h57min0s,26.292,0.0,
899,11/22/22 10h58min0s,26.292,0.0,
900,11/22/22 10h59min0s,26.195,0.0,
901,11/22/22 11h0min0s,26.195,0.0,
902,11/22/22 11h1min0s,26.195,0.0,
903,11/22/22 11h2min0s,26.097,0.0,
904,11/22/22 11h3min0s,26.000,0.0,
905,11/22/22 11h4min0s,25.902,0.0,
906,11/22/22 11h5min0s,25.805,0.0,
907,11/22/22 11h6min0s,25.708,0.0,
908,11/22/22 11h7min0s,25.610,0.0,
909,11/22/22 11h8min0s,25.513,0.0,
910,11/22/22 11h9min0s,25.416,0.0,
911,11/22/22 11h10min0s,25.222,0.0,
912,11/22/22 11h11min0s,25.125,0.0,
913,11/22/22 11h12min0s,25.028,0.0,
914,11/22/22 11h13min0s,24.835,0.0,
915,11/22/22 11h14min0s,24.738,0.0,
916,11/22/22 11h15min0s,24.641,0.0,
917,11/22/22 11h16min0s,24.545,0.0,
918,11/22/22 11h17min0s,24.448,0.0,
919,11/22/22 11h18min0s,24.351,0.0,
920,11/22/22 11h19min0s,24.158,0.0,
921,11/22/22 11h20min0s,24.062,0.0,
922,11/22/22 11h21min0s,23.966,0.0,
923,11/22/22 11h22min0s,23.869,0.0,
924,11/22/22 11h23min0s,23.773,0.0,
925,11/22/22 11h24min0s,23.773,0.0,
926,11/22/22 11h25min0s,23.677,0.0,
927,11/22/22 11h26min0s,23.581,0.0,
928,11/22/22 11h27min0s,23.484,0.0,
929,11/22/22 11h28min0s,23.388,0.0,
930,11/22/22 11h29min0s,23.388,0.0,
931,11/22/22 11h30min0s,23.292,0.0,
932,11/22/22 11h31min0s,23.292,0.0,
933,11/22/22 11h32min0s,23.196,0.0,
934,11/22/22 11h33min0s,23.196,0.0,
935,11/22/22 11h34min0s,23.196,0.0,
936,11/22/22 11h35min0s,23.100,0.0,
937,11/22/22 11h36min0s,23.100,0.0,
938,11/22/22 11h37min0s,23.100,0.0,
939,11/22/22 11h38min0s,23.004,0.0,
940,11/22/22 11h39min0s,23.004,0.0,
941,11/22/22 11h40min0s,23.004,0.0,
942,11/22/22 11h41min0s,22.908,0.0,
943,11/22/22 11h42min0s,22.908,0.0,
944,11/22/22 11h43min0s,22.908,0.0,
945,11/22/22 11h44min0s,22.908,0.0,
946,11/22/22 11h45min0s,22.812,0.0,
947,11/22/22 11h46min0s,22.812,0.0,
948,11/22/22 11h47min0s,22.812,0.0,
949,11/22/22 11h48min0s,22.812,0.0,
950,11/22/22 11h49min0s,22.812,0.0,
951,11/22/22 11h50min0s,22.812,0.0,
952,11/22/22 11h51min0s,22.812,0.0,
953,11/22/22 11h52min0s,22.812,0.0,
954,11/22/22 11h53min0s,22.717,0.0,
955,11/22/22 11h54min0s,22.717,0.0,
956,11/22/22 11h55min0s,22.717,0.0,
957,11/22/22 11h56min0s,22.717,0.0,
958,11/22/22 11h57min0s,22.717,0.0,
959,11/22/22 11h58min0s,22.717,0.0,
960,11/22/22 11h59min0s,22.717,0.0,
961,11/23/22 12h0min0s,22.717,0.0,
962,11/23/22 12h1min0s,22.717,0.0,
963,11/23/22 12h2min0s,22.717,0.0,
964,11/23/22 12h3min0s,22.717,0.0,
965,11/23/22 12h4min0s,22.717,0.0,
966,11/23/22 12h5min0s,22.717,0.0,
967,11/23/22 12h6min0s,22.812,0.0,
968,11/23/22 12h7min0s,22.812,0.0,
969,11/23/22 12h8min0s,22.812,0.0,
970,11/23/22 12h9min0s,22.908,0.0,
971,11/23/22 12h10min0s,22.908,0.0,
972,11/23/22 12h11min0s,22.908,0.0,
973,11/23/22 12h12min0s,22.908,0.0,
974,11/23/22 12h13min0s,22.908,0.0,
975,11/23/22 12h14min0s,22.908,0.0,
976,11/23/22 12h15min0s,22.908,0.0,
977,11/23/22 12h16min0s,22.908,0.0,
978,11/23/22 12h17min0s,22.908,0.0,
979,11/23/22 12h18min0s,22.908,0.0,
980,11/23/22 12h19min0s,22.908,0.0,
981,11/23/22 12h20min0s,22.812,0.0,
982,11/23/22 12h21min0s,22.812,0.0,
983,11/23/22 12h22min0s,22.812,0.0,
984,11/23/22 12h23min0s,22.812,0.0,
985,11/23/22 12h24min0s,22.812,0.0,
986,11/23/22 12h25min0s,22.812,0.0,
987,11/23/22 12h26min0s,22.812,0.0,
988,11/23/22 12h27min0s,22.812,0.0,
989,11/23/22 12h28min0s,22.812,0.0,
990,11/23/22 12h29min0s,22.812,0.0,
991,11/23/22 12h30min0s,22.812,0.0,
992,11/23/22 12h31min0s,22.908,0.0,
993,11/23/22 12h32min0s,22.908,0.0,
994,11/23/22 12h33min0s,22.908,0.0,
995,11/23/22 12h34min0s,23.004,0.0,
996,11/23/22 12h35min0s,23.004,0.0,
997,11/23/22 12h36min0s,23.004,0.0,
998,11/23/22 12h37min0s,23.100,0.0,
999,11/23/22 12h38min0s,23.100,0.0,
1000,11/23/22 12h39min0s,23.100,0.0,
1001,11/23/22 12h40min0s,23.100,0.0,
1002,11/23/22 12h41min0s,23.100,0.0,
1003,11/23/22 12h42min0s,23.100,0.0,
1004,11/23/22 12h43min0s,23.004,0.0,
1005,11/23/22 12h44min0s,23.004,0.0,
1006,11/23/22 12h45min0s,23.004,0.0,
1007,11/23/22 12h46min0s,23.004,0.0,
1008,11/23/22 12h47min0s,23.004,0.0,
1009,11/23/22 12h48min0s,22.908,0.0,
1010,11/23/22 12h49min0s,23.004,0.0,
1011,11/23/22 12h50min0s,23.004,0.0,
1012,11/23/22 12h51min0s,23.004,0.0,
1013,11/23/22 12h52min0s,23.004,0.0,
1014,11/23/22 12h53min0s,23.004,0.0,
1015,11/23/22 12h54min0s,23.100,0.0,
1016,11/23/22 12h55min0s,23.100,0.0,
1017,11/23/22 12h56min0s,23.100,0.0,
1018,11/23/22 12h57min0s,23.196,0.0,
1019,11/23/22 12h58min0s,23.100,0.0,
1020,11/23/22 12h59min0s,23.100,0.0,
1021,11/23/22 01h0min0s,23.100,0.0,
1022,11/23/22 01h1min0s,23.100,0.0,
1023,11/23/22 01h2min0s,23.100,0.0,
1024,11/23/22 01h3min0s,23.100,0.0,
1025,11/23/22 01h4min0s,23.100,0.0,
1026,11/23/22 01h5min0s,23.004,0.0,
1027,11/23/22 01h6min0s,23.004,0.0,
1028,11/23/22 01h7min0s,23.004,0.0,
1029,11/23/22 01h8min0s,23.004,0.0,
1030,11/23/22 01h9min0s,23.004,0.0,
1031,11/23/22 01h10min0s,23.004,0.0,
1032,11/23/22 01h11min0s,23.100,0.0,
1033,11/23/22 01h12min0s,23.100,0.0,
1034,11/23/22 01h13min0s,23.100,0.0,
1035,11/23/22 01h14min0s,23.100,0.0,
1036,11/23/22 01h15min0s,23.196,0.0,
1037,11/23/22 01h16min0s,23.196,0.0,
1038,11/23/22 01h17min0s,23.196,0.0,
1039,11/23/22 01h18min0s,23.292,0.0,
1040,11/23/22 01h19min0s,23.292,0.0,
1041,11/23/22 01h20min0s,23.292,0.0,
1042,11/23/22 01h21min0s,23.292,0.0,
1043,11/23/22 01h22min0s,23.196,0.0,
1044,11/23/22 01h23min0s,23.196,0.0,
1045,11/23/22 01h24min0s,23.196,0.0,
1046,11/23/22 01h25min0s,23.196,0.0,
1047,11/23/22 01h26min0s,23.196,0.0,
1048,11/23/22 01h27min0s,23.100,0.0,
1049,11/23/22 01h28min0s,23.100,0.0,
1050,11/23/22 01h29min0s,23.100,0.0,
1051,11/23/22 01h30min0s,23.100,0.0,
1052,11/23/22 01h31min0s,23.100,0.0,
1053,11/23/22 01h32min0s,23.100,0.0,
1054,11/23/22 01h33min0s,23.100,0.0,
1055,11/23/22 01h34min0s,23.100,0.0,
1056,11/23/22 01h35min0s,23.100,0.0,
1057,11/23/22 01h36min0s,23.100,0.0,
1058,11/23/22 01h37min0s,23.196,0.0,
1059,11/23/22 01h38min0s,23.196,0.0,
1060,11/23/22 01h39min0s,23.196,0.0,
1061,11/23/22 01h40min0s,23.292,0.0,
1062,11/23/22 01h41min0s,23.292,0.0,
1063,11/23/22 01h42min0s,23.292,0.0,
1064,11/23/22 01h43min0s,23.292,0.0,
1065,11/23/22 01h44min0s,23.292,0.0,
1066,11/23/22 01h45min0s,23.292,0.0,
1067,11/23/22 01h46min0s,23.292,0.0,
1068,11/23/22 01h47min0s,23.292,0.0,
1069,11/23/22 01h48min0s,23.196,0.0,
1070,11/23/22 01h49min0s,23.196,0.0,
1071,11/23/22 01h50min0s,23.196,0.0,
1072,11/23/22 01h51min0s,23.100,0.0,
1073,11/23/22 01h52min0s,23.100,0.0,
1074,11/23/22 01h53min0s,23.100,0.0,
1075,11/23/22 01h54min0s,23.100,0.0,
1076,11/23/22 01h55min0s,23.100,0.0,
1077,11/23/22 01h56min0s,23.100,0.0,
1078,11/23/22 01h57min0s,23.100,0.0,
1079,11/23/22 01h58min0s,23.100,0.0,
1080,11/23/22 01h59min0s,23.100,0.0,
1081,11/23/22 02h0min0s,23.100,0.0,
1082,11/23/22 02h1min0s,23.100,0.0,
1083,11/23/22 02h2min0s,23.100,0.0,
1084,11/23/22 02h3min0s,23.196,0.0,
1085,11/23/22 02h4min0s,23.196,0.0,
1086,11/23/22 02h5min0s,23.196,0.0,
1087,11/23/22 02h6min0s,23.196,0.0,
1088,11/23/22 02h7min0s,23.292,0.0,
1089,11/23/22 02h8min0s,23.292,0.0,
1090,11/23/22 02h9min0s,23.292,0.0,
1091,11/23/22 02h10min0s,23.388,0.0,
1092,11/23/22 02h11min0s,23.388,0.0,
1093,11/23/22 02h12min0s,23.388,0.0,
1094,11/23/22 02h13min0s,23.388,0.0,
1095,11/23/22 02h14min0s,23.292,0.0,
1096,11/23/22 02h15min0s,23.292,0.0,
1097,11/23/22 02h16min0s,23.292,0.0,
1098,11/23/22 02h17min0s,23.196,0.0,
1099,11/23/22 02h18min0s,23.196,0.0,
1100,11/23/22 02h19min0s,23.196,0.0,
1101,11/23/22 02h20min0s,23.100,0.0,
1102,11/23/22 02h21min0s,23.100,0.0,
1103,11/23/22 02h22min0s,23.100,0.0,
1104,11/23/22 02h23min0s,23.100,0.0,
1105,11/23/22 02h24min0s,23.100,0.0,
1106,11/23/22 02h25min0s,23.100,0.0,
1107,11/23/22 02h26min0s,23.100,0.0,
1108,11/23/22 02h27min0s,23.100,0.0,
1109,11/23/22 02h28min0s,23.100,0.0,
1110,11/23/22 02h29min0s,23.100,0.0,
1111,11/23/22 02h30min0s,23.196,0.0,
1112,11/23/22 02h31min0s,23.196,0.0,
1113,11/23/22 02h32min0s,23.196,0.0,
1114,11/23/22 02h33min0s,23.196,0.0,
1115,11/23/22 02h34min0s,23.292,0.0,
1116,11/23/22 02h35min0s,23.292,0.0,
1117,11/23/22 02h36min0s,23.292,0.0,
1118,11/23/22 02h37min0s,23.292,0.0,
1119,11/23/22 02h38min0s,23.388,0.0,
1120,11/23/22 02h39min0s,23.388,0.0,
1121,11/23/22 02h40min0s,23.388,0.0,
1122,11/23/22 02h41min0s,23.388,0.0,
1123,11/23/22 02h42min0s,23.484,0.0,
1124,11/23/22 02h43min0s,23.484,0.0,
1125,11/23/22 02h44min0s,23.484,0.0,
1126,11/23/22 02h45min0s,23.581,0.0,
1127,11/23/22 02h46min0s,23.581,0.0,
1128,11/23/22 02h47min0s,23.581,0.0,
1129,11/23/22 02h48min0s,23.581,0.0,
1130,11/23/22 02h49min0s,23.581,0.0,
1131,11/23/22 02h50min0s,23.581,0.0,
1132,11/23/22 02h51min0s,23.581,0.0,
1133,11/23/22 02h52min0s,23.581,0.0,
1134,11/23/22 02h53min0s,23.484,0.0,
1135,11/23/22 02h54min0s,23.484,0.0,
1136,11/23/22 02h55min0s,23.388,0.0,
1137,11/23/22 02h56min0s,23.388,0.0,
1138,11/23/22 02h57min0s,23.292,0.0,
1139,11/23/22 02h58min0s,23.292,0.0,
1140,11/23/22 02h59min0s,23.196,0.0,
1141,11/23/22 03h0min0s,23.196,0.0,
1142,11/23/22 03h1min0s,23.196,0.0,
1143,11/23/22 03h2min0s,23.196,0.0,
1144,11/23/22 03h3min0s,23.100,0.0,
1145,11/23/22 03h4min0s,23.196,0.0,
1146,11/23/22 03h5min0s,23.196,0.0,
1147,11/23/22 03h6min0s,23.196,0.0,
